city,country,state
Nafpaktos,Greece,Dytiki Ellada
Lakeland North,United States,Washington
Arenoso,Dominican Republic,Cibao Nordeste
Novoulyanovsk,Russia,Ul’yanovskaya Oblast’
Pelezi,Cote d'Ivoire,Sassandra-Marahoue
Kisanuki,Japan,Kagoshima
San Vicente,Philippines,Ilocos Sur
Uxbridge,United States,Massachusetts
Arlington,United States,Tennessee
Narvik,Norway,Nordland
Fara in Sabina,Italy,Lazio
Kepno,Poland,Wielkopolskie
Santiago Jocotepec,Mexico,Oaxaca
Zimnicea,Romania,Teleorman
Thong Pha Phum,Thailand,Kanchanaburi
Rayapalle,India,Andhra Pradesh
Waianae,United States,Hawaii
Lubben (Spreewald),Germany,Brandenburg
Sonbarsa,India,Bihar
Skippack,United States,Pennsylvania
Clearview,Canada,Ontario
Sungai Guntung,Indonesia,Riau
Aginiparru,India,Andhra Pradesh
Nelas,Portugal,Viseu
Leverano,Italy,Puglia
Eynesil,Turkey,Giresun
Nesebar,Bulgaria,Burgas
Cheadle,United Kingdom,Staffordshire
Rambha,India,Odisha
Boutilimit,Mauritania,Trarza
Vetralla,Italy,Lazio
San Jose Acatempa,Guatemala,Jutiapa
Bhakua,India,Bihar
Gangavalli,India,Tamil Nadu
Sobraon,India,Punjab
Chosei,Japan,Chiba
Netapur Tanda,India,Andhra Pradesh
Jabbeke,Belgium,Flanders
Ovidiu,Romania,ConstanTa
Debre Werk',Ethiopia,amara
Torre del Campo,Spain,Andalusia
Vedappatti,India,Tamil Nadu
Natanz,Iran,Esfahan
Spaichingen,Germany,Baden-Wurttemberg
Mitontic,Mexico,Chiapas
Sogutlu,Turkey,Sakarya
Felixlandia,Brazil,Minas Gerais
Fokino,Russia,Bryanskaya Oblast’
Fujikawa,Japan,Yamanashi
Dundigal,India,Andhra Pradesh
California,United States,Maryland
Ricaurte,Ecuador,Azuay
Niska Banja,Serbia,Niš
Leuna,Germany,Saxony-Anhalt
Frederick,United States,Colorado
Sabang,India,West Bengal
Sagar,India,Karnataka
Somerton,United States,Arizona
Rampurwa,India,Bihar
Maria da Fe,Brazil,Minas Gerais
Gurinhem,Brazil,Paraiba
Sher,India,Bihar
Tamm,Germany,Baden-Wurttemberg
Bebra,Germany,Hesse
Suluktu,Kyrgyzstan,Batken
Sahalanona,Madagascar,Fianarantsoa
Lukoyanov,Russia,Nizhegorodskaya Oblast’
Balua,India,Bihar
Tempio Pausania,Italy,Sardegna
Hoa Thuong,Vietnam,Thai Nguyên
Astolfo Dutra,Brazil,Minas Gerais
Kaluvaya,India,Andhra Pradesh
Lich,Germany,Hesse
Saghar Sultanpur,India,Bihar
Antanambaobe,Madagascar,Toamasina
Rio Azul,Brazil,Parana
Luling,United States,Louisiana
Mahatsinjony,Madagascar,Fianarantsoa
Tibasosa,Colombia,Boyaca
East Wenatchee,United States,Washington
Elizabethton,United States,Tennessee
Tola Khadda,India,Bihar
Kalkar,Germany,North Rhine-Westphalia
Alvorada D'Oeste,Brazil,Rondonia
Italva,Brazil,Rio de Janeiro
Santiago de Anaya,Mexico,Hidalgo
Stroud,United Kingdom,Gloucestershire
Golub-Dobrzyn,Poland,Kujawsko-Pomorskie
El Guetar,Tunisia,Gafsa
Fatehpur,India,Bihar
Farmington,United States,New York
Rampur Shamchand,India,Bihar
Mjolby,Sweden,Östergötland
Lomas de Sargentillo,Ecuador,Guayas
Xexeu,Brazil,Pernambuco
Damalcheruvu,India,Andhra Pradesh
Fiadanana,Madagascar,Fianarantsoa
Zazafotsy,Madagascar,Fianarantsoa
Bamble,Norway,Vestfold og Telemark
Santa Catalina,Colombia,Bolivar
Sint-Gillis-bij-Dendermonde,Belgium,Flanders
Pelham,United States,New Hampshire
Zhipingxiang,China,Gansu
Aracatu,Brazil,Bahia
Chaparral,United States,New Mexico
Gudikallu,India,Andhra Pradesh
Villacidro,Italy,Sardegna
Galmi,Niger,Tahoua
Ambohimitombo,Madagascar,Fianarantsoa
Kivertsi,Ukraine,Volynska Oblast
Shitab Diara,India,Bihar
Gouveia,Portugal,Guarda
Sarezzo,Italy,Lombardy
Mahavelona,Madagascar,Antananarivo
Dryden,United States,New York
Mbini,Equatorial Guinea,Litoral
St. Clair,Canada,Ontario
McFarland,United States,California
Adh Dhakhirah,Qatar,Al Khawr wa adh Dhakhirah
Petrovske,Ukraine,Luhanska Oblast
Gondalga,India,Andhra Pradesh
Talwat,Morocco,Draa-Tafilalet
Akropong,Ghana,Eastern
Meckenbeuren,Germany,Baden-Wurttemberg
Mignoure,Cote d'Ivoire,Sassandra-Marahoue
Livingston,United States,California
Bang Racham,Thailand,Sing Buri
Latham,United States,New York
Moudjbara,Algeria,Djelfa
Kovilur,India,Tamil Nadu
Frunze,Kyrgyzstan,Batken
Enghien,Belgium,Wallonia
Casatenovo,Italy,Lombardy
Andalgala,Argentina,Catamarca
Allouez,United States,Wisconsin
Xikou,Taiwan,Chiayi
Ambatomarina,Madagascar,Fianarantsoa
Marokarima,Madagascar,Fianarantsoa
Oberhaching,Germany,Bavaria
Montepulciano,Italy,Tuscany
Amborondra,Madagascar,Fianarantsoa
Schmolln,Germany,Thuringia
Wauconda,United States,Illinois
Rio de Oro,Colombia,Cesar
Vanono,Madagascar,Toamasina
Covington,United States,Georgia
Wanding,China,Yunnan
Gullapuram,India,Tamil Nadu
El Carmen de Atrato,Colombia,Choco
Tsarahasina,Madagascar,Mahajanga
Gekhi,Russia,Chechnya
Mor,Hungary,Fejer
Tall Banat,Iraq,Ninawa
Beylul,Eritrea,Debubawi K’eyyiḥ Baḥri
Huron,United States,South Dakota
Hantsavichy,Belarus,Brestskaya Voblasts’
Muggia,Italy,Friuli Venezia Giulia
Srinagar,India,Bihar
Cordoba,Colombia,Nariño
Mandalgarh,India,Rajasthan
Antohobe,Madagascar,Antananarivo
Chumpak,China,Xinjiang
Brainerd,United States,Minnesota
New Ulm,United States,Minnesota
Famenin,Iran,Hamadan
Kamituga,Congo (Kinshasa),Sud-Kivu
Shandiz,Iran,Khorasan-e Raẕavi
Shofirkon Shahri,Uzbekistan,Buxoro
La Entrada,Honduras,Copan
Itaguacu,Brazil,Espirito Santo
Kumirimora,India,West Bengal
Ambodihara,Madagascar,Mahajanga
Wadlakonda,India,Andhra Pradesh
Buchloe,Germany,Bavaria
Chesterton,United States,Indiana
Lariano,Italy,Lazio
Campina da Lagoa,Brazil,Parana
Genthin,Germany,Saxony-Anhalt
Talata-Vohimena,Madagascar,Fianarantsoa
Villalba,Spain,Galicia
Bealanana,Madagascar,Antsiranana
Asslar,Germany,Hesse
Killai,India,Tamil Nadu
Havelock North,New Zealand,Hawke’s Bay
Erbach,Germany,Hesse
Taiyong,China,Guizhou
Itamonte,Brazil,Minas Gerais
Solhan,Turkey,Bingöl
Wood Dale,United States,Illinois
Biscarrosse,France,Nouvelle-Aquitaine
Devipattinam,India,Tamil Nadu
Skoczow,Poland,Śląskie
College Park,United States,Georgia
Ambohimiera,Madagascar,Fianarantsoa
Donji Vakuf,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of"
Alexandria,United States,Minnesota
Iraci,Brazil,Pernambuco
Jacksonville,United States,Texas
Beraketa,Madagascar,Toliara
Ambahita,Madagascar,Toliara
Kalandy,Madagascar,Mahajanga
Vieste,Italy,Puglia
Bevato,Madagascar,Antananarivo
Mahajamba,Madagascar,Mahajanga
Sharonville,United States,Ohio
Saint-Gilles,France,Occitanie
Janapadu,India,Andhra Pradesh
Thala,Tunisia,Kasserine
Tierra Amarilla,Chile,Atacama
Batuan,Philippines,Bohol
Boechout,Belgium,Flanders
Ankiliabo,Madagascar,Toliara
Mirdaul,India,Bihar
Taphan Hin,Thailand,Phichit
Ban Khlong,Thailand,Phitsanulok
Montesarchio,Italy,Campania
Sale,Australia,Victoria
San Bartolo,Guatemala,Totonicapan
Teploklyuchenka,Kyrgyzstan,Ysyk-Köl
Landau an der Isar,Germany,Bavaria
Taishi,Japan,Osaka
Marotsiraka,Madagascar,Toliara
Zeven,Germany,Lower Saxony
Oostakker,Belgium,Flanders
Erbach,Germany,Baden-Wurttemberg
San Rafael Las Flores,Guatemala,Santa Rosa
Vatolatsaka,Madagascar,Toliara
Statte,Italy,Puglia
Forest City,United States,Florida
San Pedro Pochutla,Mexico,Oaxaca
Woudenberg,Netherlands,Utrecht
Poco Branco,Brazil,Rio Grande do Norte
Miarinarivo,Madagascar,Toamasina
Dunmore,United States,Pennsylvania
Bekipay,Madagascar,Mahajanga
Bhikkiwind Uttar,India,Punjab
Chityal,India,Andhra Pradesh
Nachikatsuura,Japan,Wakayama
Beharona,Madagascar,Toliara
Hilpoltstein,Germany,Bavaria
Guapo,Brazil,Goias
Marudur,India,Tamil Nadu
Sonupur,India,Bihar
Rafai,Central African Republic,Mbomou
Kurtkoti,India,Karnataka
Dhana,India,Madhya Pradesh
Misano Adriatico,Italy,Emilia-Romagna
Huangyadong,China,Shanxi
Weissenhorn,Germany,Bavaria
Dubovka,Russia,Volgogradskaya Oblast’
Gorbea,Chile,Araucania
Caybasi,Turkey,Ordu
Midleton,Ireland,Cork
Khe Sanh,Vietnam,Quang Trị
Bairia,India,Bihar
Tako,Japan,Chiba
Titara,India,Bihar
Kuraymah,Sudan,Northern
Canmore,Canada,Alberta
Kadoli,India,Karnataka
Lauterbach,Germany,Hesse
Kathevaram,India,Andhra Pradesh
Nehram,Azerbaijan,Babək
Mahuakheraganj,India,Uttar Pradesh
Boyovut,Uzbekistan,Sirdaryo
Dueville,Italy,Veneto
Altinoluk,Turkey,Balıkesir
Philippsburg,Germany,Baden-Wurttemberg
Beesel,Netherlands,Limburg
Lyndhurst,United States,Ohio
Aleksandrow Kujawski,Poland,Kujawsko-Pomorskie
Dhutauli,India,Bihar
Chodov,Czechia,Karlovarský Kraj
Alfredo Chaves,Brazil,Espirito Santo
Bolivar,Colombia,Valle del Cauca
Alcanena,Portugal,Santarem
Wanzleben,Germany,Saxony-Anhalt
Bandar-e `Asaluyeh,Iran,Bushehr
Baduriatola,India,Jharkhand
Sterling,United States,Colorado
East Norriton,United States,Pennsylvania
Berre-l'Etang,France,Provence-Alpes-Cote d’Azur
Polavaram,India,Andhra Pradesh
East Greenwich,United States,Rhode Island
Pacaembu,Brazil,Sao Paulo
Fergus Falls,United States,Minnesota
Vilanova del Cami,Spain,Catalonia
Noyon,France,Hauts-de-France
Salaverry,Peru,La Libertad
Kiskoros,Hungary,Bacs-Kiskun
Toplita,Romania,Harghita
Primeira Cruz,Brazil,Maranhao
Hobe Sound,United States,Florida
San Agustin de Guadalix,Spain,Madrid
Petrolandia,Brazil,Pernambuco
Spiesen-Elversberg,Germany,Saarland
Anapurus,Brazil,Maranhao
Jhaua,India,Bihar
Athens,United States,Tennessee
Palkur,India,Andhra Pradesh
Vedi,Armenia,Ararat
Sesquile,Colombia,Cundinamarca
Antonivka,Ukraine,Khersonska Oblast
Sugauna,India,Bihar
Willow Grove,United States,Pennsylvania
Nynashamn,Sweden,Stockholm
Novellara,Italy,Emilia-Romagna
Red Oak,United States,Texas
Tapilula,Mexico,Chiapas
Polotitlan de la Ilustracion,Mexico,Mexico
Panapakkam,India,Tamil Nadu
Fagnano Olona,Italy,Lombardy
Tucacas,Venezuela,Falcon
Ping'anbao,China,Hebei
Binkolo,Sierra Leone,Northern
Badarwas,India,Madhya Pradesh
Bahadurpur,India,Bihar
Velanganni,India,Tamil Nadu
Curiuva,Brazil,Parana
Gomec,Turkey,Balıkesir
St. James,United States,New York
Wakasa,Japan,Fukui
Champadanga,India,West Bengal
Bheja,India,Bihar
Cho Moi,Vietnam,An Giang
Olean,United States,New York
Fujimi,Japan,Nagano
Maracai,Brazil,Sao Paulo
Hidalgo,United States,Texas
Moralzarzal,Spain,Madrid
Pirallahi,Azerbaijan,Bakı
Zhovkva,Ukraine,Lvivska Oblast
Aurora,United States,New York
Marmeleiro,Brazil,Parana
Lorsch,Germany,Hesse
Samorin,Slovakia,Trnava
Brejo do Cruz,Brazil,Paraiba
Oulad Chikh,Morocco,Casablanca-Settat
Toyloq Qishlog'i,Uzbekistan,Samarqand
Moberly,United States,Missouri
Circleville,United States,Ohio
Kaladgi,India,Karnataka
Gien,France,Centre-Val de Loire
Urupes,Brazil,Sao Paulo
Newhaven,United Kingdom,East Sussex
Manor,United States,Texas
Bihariganj,India,Bihar
Puxinana,Brazil,Paraiba
Paikpar,India,Bihar
Kamtaul,India,Bihar
Kamigori,Japan,HyOgo
Barghat,India,Madhya Pradesh
Diego de Almagro,Chile,Atacama
Kettering,United States,Maryland
Llanera,Spain,Asturias
Pitlam,India,Andhra Pradesh
Shepherdsville,United States,Kentucky
San Prisco,Italy,Campania
McPherson,United States,Kansas
Bayt Sahur,West Bank,
Maumee,United States,Ohio
Karaund,India,Bihar
Krumbach,Germany,Bavaria
Littleborough,United Kingdom,Rochdale
New Franklin,United States,Ohio
Arbaa Laaounate,Morocco,Casablanca-Settat
Bergen,Germany,Mecklenburg-Western Pomerania
Melsungen,Germany,Hesse
Sun Lakes,United States,Arizona
Engenheiro Beltrao,Brazil,Parana
Strada,Italy,Tuscany
Nagawaram,India,Andhra Pradesh
Frei Paulo,Brazil,Sergipe
Tomino,Spain,Galicia
Kodriva,India,Madhya Pradesh
Qiblai,Tajikistan,Nohiyahoi Tobei Jumhuri
Khmis Sidi al 'Aydi,Morocco,Casablanca-Settat
Pirnagar,India,Bihar
Hajan,India,Jammu and Kashmir
Chaoyangdicun,China,Hebei
Hidaj,Iran,Zanjan
Plouzane,France,Bretagne
Jalihalli,India,Karnataka
San Antonio de las Vueltas,Cuba,Villa Clara
Avanhandava,Brazil,Sao Paulo
Turki,India,Bihar
Panjgirain Kalan,India,Punjab
Waycross,United States,Georgia
Bodagudipadu,India,Andhra Pradesh
Ivanec,Croatia,Varaždinska Županija
Ipanguacu,Brazil,Rio Grande do Norte
Douar Lehgagcha,Morocco,Casablanca-Settat
Lanuvio,Italy,Lazio
Tummalapenta,India,Andhra Pradesh
Cavarzere,Italy,Veneto
Higashimiyoshi,Japan,Tokushima
Zhashkiv,Ukraine,Cherkaska Oblast
North Battleford,Canada,Saskatchewan
Guape,Brazil,Minas Gerais
Corupa,Brazil,Santa Catarina
Jutai,Brazil,Amazonas
Kauhajoki,Finland,Etelä-Pohjanmaa
Gura Humorului,Romania,Suceava
Wanze,Belgium,Wallonia
Dongshicuo,Taiwan,Yunlin
Hatoyama,Japan,Saitama
Paruchuru,India,Andhra Pradesh
Wommelgem,Belgium,Flanders
Luozi,Congo (Kinshasa),Kongo Central
Pembroke,Canada,Ontario
Jinmingsi,China,Shaanxi
Ettenheim,Germany,Baden-Wurttemberg
Avenal,United States,California
Miami Springs,United States,Florida
Clemencia,Colombia,Bolivar
Powell,United States,Ohio
Guamal,Colombia,Meta
Arroio dos Ratos,Brazil,Rio Grande do Sul
Santo Augusto,Brazil,Rio Grande do Sul
Casinhas,Brazil,Pernambuco
Gaesti,Romania,DamboviTa
Lower Moreland,United States,Pennsylvania
Zhongliao,Taiwan,Nantou
Hassfurt,Germany,Bavaria
Toulal,Morocco,Draa-Tafilalet
Zabreh,Czechia,Olomoucký Kraj
Mangalapuram,India,Tamil Nadu
Cabo Verde,Brazil,Minas Gerais
Sant'Angelo Lodigiano,Italy,Lombardy
Oosterzele,Belgium,Flanders
Canals,Spain,Valencia
Wayland,United States,Massachusetts
Helensburgh,United Kingdom,Argyll and Bute
Hammam el Rhezez,Tunisia,Nabeul
Powell,United States,Tennessee
Ban Tha Luang Lang,Thailand,Chanthaburi
Alamo,United States,California
Arcozelo,Portugal,Porto
Dhubaria,Bangladesh,Dhaka
Couvin,Belgium,Wallonia
Margraten,Netherlands,Limburg
Grunberg,Germany,Hesse
West Lealman,United States,Florida
Konaje,India,Karnataka
San Pietro Vernotico,Italy,Puglia
Ajjampur,India,Karnataka
Uruana,Brazil,Goias
Plumstead,United States,Pennsylvania
Horodyshche,Ukraine,Cherkaska Oblast
Sirugamani,India,Tamil Nadu
San Juan,Trinidad and Tobago,San Juan/Laventille
Tiruppalai,India,Tamil Nadu
Pilich,India,Bihar
Apostolove,Ukraine,Dnipropetrovska Oblast
Forlimpopoli,Italy,Emilia-Romagna
Peri-Mirim,Brazil,Maranhao
Wells Branch,United States,Texas
Dammennu,India,Andhra Pradesh
Joaquim Pires,Brazil,Piaui
Machados,Brazil,Pernambuco
Latisana,Italy,Friuli Venezia Giulia
Ampasinambo,Madagascar,Fianarantsoa
Sariq,Uzbekistan,Surxondaryo
Yamanobe,Japan,Yamagata
Granville,France,Normandie
Rajupalem,India,Andhra Pradesh
Aberystwyth,United Kingdom,Ceredigion
Achuapa,Nicaragua,Leon
Sauk Rapids,United States,Minnesota
Fatima,Portugal,Santarem
Ak-Dovurak,Russia,Tyva
Alagoinha,Brazil,Pernambuco
Dowbaran,Iran,Fars
Millbury,United States,Massachusetts
Jupi,Brazil,Pernambuco
Lyaskovets,Bulgaria,Veliko Tarnovo
Selston,United Kingdom,Nottinghamshire
Cherry Hill Mall,United States,New Jersey
Balha,India,Bihar
Hochstadt an der Aisch,Germany,Bavaria
Rutherford,Australia,New South Wales
Bundala,India,Punjab
Chahatpur,India,Bihar
Jindayris,Syria,Halab
Ghoradal,India,West Bengal
Michendorf,Germany,Brandenburg
Arzachena,Italy,Sardegna
Crispiano,Italy,Puglia
Uppada,India,Andhra Pradesh
Lezajsk,Poland,Podkarpackie
Gouka,Benin,Collines
Kings Park West,United States,Virginia
Loganville,United States,Georgia
Jardin,Colombia,Antioquia
St. Helens,United States,Oregon
Eichstatt,Germany,Bavaria
Atome-Avegame,Benin,Couffo
Zarghun Shahr,Afghanistan,Paktika
Beachwood,United States,Ohio
Ampthill,United Kingdom,Central Bedfordshire
Soller,Spain,Balearic Islands
Teays Valley,United States,West Virginia
Heliopolis,Brazil,Bahia
Melenki,Russia,Vladimirskaya Oblast’
Kadattur,India,Tamil Nadu
Kolagallu,India,Karnataka
Neckargemund,Germany,Baden-Wurttemberg
Sarayan,Iran,Khorasan-e Jonubi
Verona,United States,Wisconsin
Puduppatti,India,Tamil Nadu
Isagarh,India,Madhya Pradesh
Carmopolis,Brazil,Sergipe
Forest Hill,United States,Texas
Marienheide,Germany,North Rhine-Westphalia
Nallajerla,India,Andhra Pradesh
South Sioux City,United States,Nebraska
Nantucket,United States,Massachusetts
Curua,Brazil,Para
Carmo de Minas,Brazil,Minas Gerais
Bellefontaine,United States,Ohio
Amrabad,India,Andhra Pradesh
Pakra,India,Bihar
Sansare,Guatemala,El Progreso
Chinna Mushidivada,India,Andhra Pradesh
Verin,Spain,Galicia
Shodoshima,Japan,Kagawa
Kyzyl-Kyshtak,Kyrgyzstan,Osh
Bhulath Gharbi,India,Punjab
Darat `Izzah,Syria,Halab
Rostamabad,Iran,Gilan
Kupino,Russia,Novosibirskaya Oblast’
Pierrelatte,France,Auvergne-Rhone-Alpes
Worthington,United States,Minnesota
Ponduru,India,Andhra Pradesh
Kaua Kol,India,Bihar
Ketsch,Germany,Baden-Wurttemberg
Atner,India,Madhya Pradesh
Chiran,Japan,Kagoshima
Torul,Turkey,Gumushane
Beeville,United States,Texas
Mont-Laurier,Canada,Quebec
Munchenstein,Switzerland,Basel-Landschaft
Castel San Giovanni,Italy,Emilia-Romagna
Richland,United States,Pennsylvania
`Alem T'ena,Ethiopia,Oromiya
Goldap,Poland,Warmińsko-Mazurskie
Uzwil,Switzerland,Sankt Gallen
Tarumizu,Japan,Kagoshima
Bad Soden-Salmunster,Germany,Hesse
Ajas,India,Jammu and Kashmir
Mata,Chad,Ouaddai
Chandla,India,Madhya Pradesh
Dyykan-Kyshtak,Kyrgyzstan,Osh
Sattar,India,Bihar
Ephrata,United States,Pennsylvania
Arsali,India,Jharkhand
Mansidao,Brazil,Bahia
Gulcho,Kyrgyzstan,Osh
Gosaingaon,India,Bihar
Coldwater,United States,Michigan
Villas,United States,Florida
Khomam,Iran,Gilan
Biedenkopf,Germany,Hesse
Wlodawa,Poland,Lubelskie
Ba Chuc,Vietnam,An Giang
Sampaloc,Philippines,Quezon
Chinique,Guatemala,Quiche
Nurkot,Pakistan,Punjab
Msata,Tanzania,Coast
Bollene,France,Provence-Alpes-Cote d’Azur
Chalette-sur-Loing,France,Centre-Val de Loire
Strathmore,Canada,Alberta
Palmeirais,Brazil,Piaui
Bandarbeyla,Somalia,Bari
Buttar,India,Punjab
Filandia,Colombia,Quindio
Trzebnica,Poland,Dolnośląskie
San Juan La Laguna,Guatemala,Solola
Destin,United States,Florida
Alleroy,Russia,Chechnya
Santa Coloma de Farnes,Spain,Catalonia
Bhachhi Asli,India,Bihar
Schoonhoven,Netherlands,Zuid-Holland
Brandermill,United States,Virginia
Dharmaram,India,Andhra Pradesh
Bully-les-Mines,France,Hauts-de-France
Futrono,Chile,Los Rios
Nybro,Sweden,Kalmar
Kadachchinallur,India,Tamil Nadu
Rio Caribe,Venezuela,Sucre
Caledon,South Africa,Western Cape
Kotgir,India,Andhra Pradesh
Xireg,China,Qinghai
Ipswich,United States,Massachusetts
Kafr `Awan,Jordan,Irbid
East Whiteland,United States,Pennsylvania
Satoraljaujhely,Hungary,Borsod-Abaúj-Zemplen
Hunxe,Germany,North Rhine-Westphalia
Auburn,United States,California
Warrenville,United States,Illinois
Bondada,India,Andhra Pradesh
Carlopolis,Brazil,Parana
Fallsburg,United States,New York
Saksohara,India,Bihar
Tejutla,El Salvador,Chalatenango
Genas,France,Auvergne-Rhone-Alpes
Solonytsivka,Ukraine,Kharkivska Oblast
Sao Jose do Cedro,Brazil,Santa Catarina
Camponogara,Italy,Veneto
Sabbavaram,India,Andhra Pradesh
Bangawan,India,Bihar
Neunkirchen,Germany,North Rhine-Westphalia
Mangha,China,Yunnan
Andarai,Brazil,Bahia
Motupe,Peru,Lambayeque
Kawatana,Japan,Nagasaki
Marshall,United States,Minnesota
Namin,Iran,Ardabil
Hazel Crest,United States,Illinois
Kollipara,India,Andhra Pradesh
Cobh,Ireland,Cork
Bedford,United States,Indiana
Cedar Lake,United States,Indiana
Altos del Rosario,Colombia,Bolivar
Kuleshovka,Russia,Rostovskaya Oblast’
Busogo,Rwanda,Northern Province
Sao Joao do Triunfo,Brazil,Parana
Hinabangan,Philippines,Samar
Schermbeck,Germany,North Rhine-Westphalia
Massaranduba,Brazil,Paraiba
Blegny,Belgium,Wallonia
Nules,Spain,Valencia
Snoqualmie,United States,Washington
Yongcong,China,Guizhou
Manta,Benin,Atacora
Mahalpur,India,Punjab
El Crucero,Nicaragua,Managua
Tamsaout,Morocco,Souss-Massa
Mansapur,India,Bihar
Konakli,Turkey,Antalya
Arcadia,United States,New York
Saugeen Shores,Canada,Ontario
Beacon,United States,New York
Palmito,Colombia,Sucre
Chanal,Mexico,Chiapas
Minneola,United States,Florida
Las Rosas,Argentina,Santa Fe
Quartucciu,Italy,Sardegna
Meruoca,Brazil,Ceara
Mount Vernon,United States,Virginia
Kachchippalli,India,Tamil Nadu
Dallas,United States,Georgia
Raamsdonksveer,Netherlands,Noord-Brabant
Quata,Brazil,Sao Paulo
Ban Nong Hoi,Thailand,Chiang Mai
Pallappalaiyam,India,Tamil Nadu
Bairo,India,Bihar
Lone Tree,United States,Colorado
Canton,United States,Illinois
Sirigeri,India,Karnataka
Ad Duraykish,Syria,TarTus
Friesenheim,Germany,Baden-Wurttemberg
McMinnville,United States,Tennessee
Kakan,India,Bihar
Winsum,Netherlands,Groningen
Camapua,Brazil,Mato Grosso do Sul
South Park,United States,Pennsylvania
Grammichele,Italy,Sicilia
Warrensville Heights,United States,Ohio
Channahon,United States,Illinois
Birstall,United Kingdom,Leicester
Lakeland,United States,Tennessee
Uarini,Brazil,Amazonas
Jimbolia,Romania,Timis
Fontenay-le-Comte,France,Pays de la Loire
Duverge,Dominican Republic,Enriquillo
Cidelandia,Brazil,Tocantins
Lanuza,Philippines,Surigao del Sur
San Jorge,Guatemala,Zacapa
Patiram,India,West Bengal
Loningen,Germany,Lower Saxony
Franklin Park,United States,New Jersey
Champahati,India,West Bengal
Ihtiman,Bulgaria,Sofia
